title,price,retailer_sku_code,urls,desc
Magnolia Yog.Dnk Straw 800G,$2.95,prod-data-id85600,https://a4ucontent.blob.core.windows.net/images/0048503_0.png,"F&N Magnolia<br/>
Yoghurt Smoothie<br/>
Strawberry with Nata De Coco Bits<br/>
<span style= ""color: grey"">800ml</span>"
Magnolia Yog.Dnk Mango 800G,$2.95,prod-data-id85601,https://a4ucontent.blob.core.windows.net/images/0048504_0.png,"F&N Magnolia<br/>
Yoghurt Smoothie<br/>
Mango with Orange Sacs<br/>
<span style= ""color: grey"">800ml</span>"
Valley Fresh Carrot 2L,$3.20,prod-data-id85262,https://a4ucontent.blob.core.windows.net/images/0003467_0.png,"Valley Fresh <br/>
Carrot <br/>
<span style =""color:grey""> 2L </span>"
Valley Fresh Calamansi 2L,$3.20,prod-data-id84619,https://a4ucontent.blob.core.windows.net/images/0003427_0.png,"Valley Fresh<br/>
Calamansi Juice<br/>
<span style=""color: grey;"">2L</span>"
Valley Fresh Orange Juice 2L,$3.20,prod-data-id84616,https://a4ucontent.blob.core.windows.net/images/0003426_0.png,"Valley Fresh <br/>
Orange Juice <br/>
<span style=""color:gray""> 2L </span>"
Valley Fresh Apple Juice 2L,$3.20,prod-data-id84659,https://a4ucontent.blob.core.windows.net/images/0003429_0.png,"Valley Fresh <br/>
Fresh Apple Juice <br/>
<span style=""color:gray""> 2L </span>"
Marigold P/F Select Yuzu 250ML,$1.30,prod-data-id86094,https://a4ucontent.blob.core.windows.net/images/0003537_0.png,"Marigold Peel Fresh<br/>
Yuzu Juice<br/>
<span style= ""color: gray"">250ml</span>"
Marigold P/F Carrot 1.89L,$3.65,prod-data-id85362,https://a4ucontent.blob.core.windows.net/images/0003478_0.png,"Marigold Peel Fresh <br/>
Carrot Juice <br/>
<span style= ""color: gray"">1.89L</span>"
Marigold P/F N/S Powerberries 1L,$2.70,prod-data-id85845,https://a4ucontent.blob.core.windows.net/images/0047881_0.png,"Marigold Peel Fresh <br/>
Powerberries Juice (No Sugar Added)<br/>
<span style= ""color: gray"">1L</span>"
Marigold P/F N/S Oren 1L,$2.70,prod-data-id85132,https://a4ucontent.blob.core.windows.net/images/0048476_0.png,"Marigold Peel Fresh <br/>
Orange (No Sugar Added) <br/>
<span style= ""color: gray"">1L</span>"
Marigold Pf Lime 2L,$4.05,prod-data-id125991,https://a4ucontent.blob.core.windows.net/images/0051138_0.png,"Marigold Peel fresh Lime<br/>
<span style=""color: grey;"">2L</span>"
Marigold P/F Reg Apple Aloe Vera 2L,$4.05,prod-data-id86073,https://a4ucontent.blob.core.windows.net/images/0003686_0.png,"Marigold Peel Fresh <br/>
Apple Aloe Vera- Regular <br/>
<small><span style= ""color: gray"">2L</span></small>"
Marigold P/F N/S Orange 2L,$4.25,prod-data-id85555,https://a4ucontent.blob.core.windows.net/images/0003491_0.png,"Marigold Peel Fresh <br/>
Orange Juice (No Sugar Added) <br/>
<small><span style= ""color: gray"">2L</span></small>"
Marigold P/F N/S Apple C'BERRY 2L,$4.25,prod-data-id85556,https://a4ucontent.blob.core.windows.net/images/0009742_0.png,"Marigold<br/>
Peel Fresh Apple Cranberry<br/>
No Sugar Added<br/>
<span style= ""color: grey"">2L</span>"
Marigold P/F Pink Guava Juice 2L,$4.05,prod-data-id86179,https://a4ucontent.blob.core.windows.net/images/0003554_0.png,"Marigold Peel Fresh <br/>
Pink Guava Juice <br/>
<span style= ""color: gray"">2L</span>"
Marigold P/F N/S Powerveggies 1L,$2.70,prod-data-id84732,https://a4ucontent.blob.core.windows.net/images/0048251_0.png,"Marigold Peel Fresh <br/>
Powerveggies Juice (No Sugar Added) <br/>
<span style= ""color: gray"">1L</span>"
Marigold P/F N/S Watergrass 1L,$2.70,prod-data-id85399,https://a4ucontent.blob.core.windows.net/images/0048483_0.png,"Marigold Peel Fresh <br/>
Watergrass Juice (No Sugar Added) <br/>
<span style= ""color: gray"">1L</span>"
Marigold P/F Yuzu Juice 1L,$3.25,prod-data-id86067,https://a4ucontent.blob.core.windows.net/images/0048139_0.png,"Marigold Peel Fresh <br/>
Yuzu Juice <br/>
<span style= ""color: gray"">1L</span>"
Marigold Mango Juice 1L,$2.60,prod-data-id84217,https://a4ucontent.blob.core.windows.net/images/0003378_0.png,"Marigold Peel Fresh <br/>
Mango Juice <br/>
<span style= ""color: gray""> 1L </span>"
Marigold Carrot Mixed Fruit Juice 1L,$2.60,prod-data-id84211,https://a4ucontent.blob.core.windows.net/images/0048436_0.png,"Marigold Peel Fresh <br/>
Carrot Juice <br/>
<span style= ""color: gray""> 1L </span>"
Marigold F/Apple A/Vera Juice 1L,$2.60,prod-data-id84218,https://a4ucontent.blob.core.windows.net/images/0048437_0.png,"Marigold Peel Fresh <br/>
Apple Aloe Vera Juice <br/>
<span style= ""color: gray""> 1L </span>"
Marigold Guava Juice 1L,$2.60,prod-data-id84209,https://a4ucontent.blob.core.windows.net/images/0003375_0.png,"Marigold Peel Fresh <br/>
Pink Guava Juice <br/>
<span style= ""color: gray""> 1L </span>"
Marigold Lime Juice 1L,$2.60,prod-data-id84206,https://a4ucontent.blob.core.windows.net/images/0048435_0.png,"Marigold Peel Fresh <br/>
Lime Juice <br/>
<span style= ""color: gray""> 1L </span>"
Marigold 0% Fat Y/Drink M/Berries 700G,$2.80,prod-data-id113908,https://a4ucontent.blob.core.windows.net/images/0008942_0.png,"F&N Marigold <br/>
Yoghurt Drink 0% Fat- Mixed Berries <br/>
<span style= ""color: gray""> 700G </span>"
Marigold 0% Fat Y/Drink Strawberry 700G,$2.80,prod-data-id113910,https://a4ucontent.blob.core.windows.net/images/0048147_0.png,"F&N Marigold <br/>
Yoghurt Drink 0% Fat- Strawberry <br/>
<span style= ""color: gray""> 700G </span>"
Marigold 0% Fat Y/Drink F&V Whgrass 700G,$2.80,prod-data-id113909,https://a4ucontent.blob.core.windows.net/images/0009011_0.png,
Marigold 0% Fat Y/Drink Mango 700G,$2.80,prod-data-id113911,https://a4ucontent.blob.core.windows.net/images/0008940_0.png,"F&N Marigold<br/>
Yoghurt Drink 0% Fat<br/>
Mango<br/>
<span style= ""color: grey"">700g</span>"
FLORIDA'S Orange Juice Calcium+ 1.75L,$6.95,prod-data-id2201,https://a4ucontent.blob.core.windows.net/images/0003693_0.png,"Florida's Natural<br/>
Orange Juice<br/>
No Pulp, with Calcium<br/>
<span style=""color: grey;"">1.75L</span>"
FLORIDA'S Orange Juice Most Pulp 1.75L,$6.95,prod-data-id2200,https://a4ucontent.blob.core.windows.net/images/0009746_0.png,"Florida's<br/>
Orange Juice Most Pulp<br/>
<span style= ""color: gray""> 1.75L </span>"
FLORIDA'S Orange Juice 1.75L(NO Pulp),$6.95,prod-data-id86219,https://a4ucontent.blob.core.windows.net/images/0003712_0.png,"Florida's<br/>
Orange Juice No Pulp<br/>
<span style= ""color: gray""> 1.75L </span>"
FLORIDA'S Orange Juice 1.75L With Pulp,$6.95,prod-data-id86220,https://a4ucontent.blob.core.windows.net/images/0008943_0.png,"Florida's<br/>
Orange Juice With Pulp<br/>
<span style= ""color: gray""> 1.75L </span>"
Sunkist Orange Juice 250ML,$0.90,prod-data-id84662,https://a4ucontent.blob.core.windows.net/images/0048461_0.png,"Sunkist<br/>
Orange Juice<br/>
<span style=""color: grey;"">250ml</span>"
Sunkist 100% Nfc Orange ORI.1L,$3.95,prod-data-id85632,https://a4ucontent.blob.core.windows.net/images/0051435_0.png,"Sunkist <br/>
100% NFC Orange Original <br/>
<span style =""color:grey""> 1L </span>"
Sunkist Orange Juice 1.89L,$5.65,prod-data-id84237,https://a4ucontent.blob.core.windows.net/images/0047752_0.png,"Sunkist<br/>
Orange Juice<br/>
<span style=""color: grey;"">1.89L</span>"
Sunkist Orange Juice 2L,$3.95,prod-data-id2055,https://a4ucontent.blob.core.windows.net/images/0047753_0.png,"Sunkist<br/>
Orange Juice<br/>
<span style= ""color: gray""> 2L </span>"
Sunkist No Sugar Orange 2L,$4.45,prod-data-id2127,https://a4ucontent.blob.core.windows.net/images/0047764_0.png,"Sunkist <br/>
Orange Juice- No Sugar Added <br/>
<span style= ""color: gray"">2L</span>"
Sunkist Apple Juice 2L,$3.95,prod-data-id2056,https://a4ucontent.blob.core.windows.net/images/0047754_0.png,"Sunkist<br/>
Apple Juice<br/>
<span style= ""color: gray""> 2L </span>"
Pokka Carrot Juice 0.5L,$1.80,prod-data-id85540,https://a4ucontent.blob.core.windows.net/images/0048492_0.png,"Pokka<br/>
Carrot Juice<br/>
<span style=""color: grey;"">500ml</span>"
Pokka Carrot Juice 1.5L,$3.75,prod-data-id2135,https://a4ucontent.blob.core.windows.net/images/0011835_0.png,"Pokka<br/>
Carrot Juice<br/>
<span style= ""color: gray""> 1.5L </span>"
Pokka Pomegranate Juice 1.5L,$3.75,prod-data-id2141,https://a4ucontent.blob.core.windows.net/images/0008945_0.png,"Pokka<br/>
Pomegranate Juice<br/>
<span style= ""color: gray""> 1.5L </span>"
Pokka Mixed Berries&Carrot Juice 1.5L,$3.75,prod-data-id119375,https://a4ucontent.blob.core.windows.net/images/0043911_0.png,"Pokka<br/>
Mixed Berries & Carrot Juice<br/>
<span style= ""color: gray""> 1.5L </span>"
Pokka Mixed Red Kyoho Grape Juice 1.5L,$3.75,prod-data-id114561,https://a4ucontent.blob.core.windows.net/images/0020145_0.png,"Pokka<br/>
Mixed Red Kyoho Grape Juice<br/>
<span style= ""color: gray""> 1.5L </span>"
Foojoo Calamansi Honey Lemon Juice 350ML,$1.25,prod-data-id114328,https://a4ucontent.blob.core.windows.net/images/0048148_0.png,"Foojoo<br/>
Calamansi Honey Lemon Juice<br/>
<span style=""color: grey;"">350ml</span> "
Foojoo Orange Juice Drink 350ML,$1.25,prod-data-id114329,https://a4ucontent.blob.core.windows.net/images/0048149_0.png,"Foojoo<br/>
Orange Juice<br/>
<span style=""color: grey;"">350ml</span>"
Nutrisoy Soya Milk 475ML,$1.40,prod-data-id84226,https://a4ucontent.blob.core.windows.net/images/0048443_0.png,"F&N Nutrisoy<br/>
Soya Milk<br/>
<span style=""color: grey;"">475ml</span>"
Nutrisoy Soy Reduced Sugar 475ML,$1.40,prod-data-id84973,https://a4ucontent.blob.core.windows.net/images/0048472_0.png,"F&N Nutrisoy<br/>
Soya Milk<br/>
Reduced Sugar<br/>
<span style=""color: grey;"">475ml</span>"
Ts C'themum Ame.Ginseng Tea 500ML,$2.00,prod-data-id85570,https://a4ucontent.blob.core.windows.net/images/0048494_0.png,"TS <br/>
Chrysanthemum with American Ginseng Tea <br/>
<span style =""color:grey;""> 500ML </span>"
Ts Luohan A/Ginseng&C'themum 500ML,$2.00,prod-data-id85572,https://a4ucontent.blob.core.windows.net/images/0048263_0.png,"TS  Luohan Guo <br/>
American Ginseng & Chrysanthemum Tea <br/>
<span style =""color:grey;""> 500ML </span>"
Ts Water Chestnut S/Cane 500ML,$2.00,prod-data-id85575,https://a4ucontent.blob.core.windows.net/images/0048498_0.png,"TS <br/>
Water Chestnut Sugar Cane <br/>
<span style =""color:grey;""> 500ML </span>"
Ts Honey Lemon 500ML,$2.00,prod-data-id85574,https://a4ucontent.blob.core.windows.net/images/0048497_0.png,"TS <br/>
Honey Lemon <br/>
<span style =""color:grey;""> 500ML </span>"
Ts C'themum Ss&Mulberry Leaf 500ML,$2.00,prod-data-id85571,https://a4ucontent.blob.core.windows.net/images/0048495_0.png,"TS <br/>
Chrysanthemum Selfheal Spike & Mulberry Leaf Tea <br/>
<span style =""color:grey;""> 500ML </span>"
Marigold P/F N/S Oren 250ML,$1.05,prod-data-id85131,https://a4ucontent.blob.core.windows.net/images/0051431_0.png,"Marigold Peel Fresh <br/>
Orange (No Sugar Added) <br/>
<small><span style= ""color: gray"">250ml</span></small>"
Marigold Pf No Sugar A/CRAN.1L,$2.70,prod-data-id85397,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,"Marigold Peel Fresh <br/>
Apple and Cranberry <br/>
No sugar <br/>
<span style =""color:grey""> 1L </span>
"
Marigold P/F Select Yuzu Juice 1.89L,$6.10,prod-data-id117623,https://a4ucontent.blob.core.windows.net/images/0051434_0.png,"Marigold Peel Fresh <br/>
Select Yuzu Juice <br/>
<span style =""color:grey""> 1.89L </span>"
Marigold Orange Juice 250ML,$0.90,prod-data-id84179,https://a4ucontent.blob.core.windows.net/images/0051430_0.png,"Marigold <br/>
Orange Juice <br/>
<span style =""color:grey""> 250ml </span>
"
Fruit Tree Cranberry&Apple 250ML,$1.05,prod-data-id85535,https://a4ucontent.blob.core.windows.net/images/0048490_0.png,"F&N Fruit Tree Fresh<br/>
Cranberry &amp; Apple Juice<br/>
<span style=""color: grey;"">250ml</span>"
Fruit Tree N/S Blueberry&Cranberry 250ML,$1.05,prod-data-id85853,https://a4ucontent.blob.core.windows.net/images/0048127_0.png,"F&N Fruit Tree Fresh<br/>
Blueberry &amp; Cranberry Juice<br/>
No Sugar Added<br/>
<span style= ""color: grey"">250ml</span>
"
Fruit Tree Guava Juice 250ML,$0.90,prod-data-id84721,https://a4ucontent.blob.core.windows.net/images/0003440_0.png,"F&N Fruit Tree Fresh<br/>
Guava Juice<br/>
<span style = ""color: grey"">250ml</span>"
Fruit Tree Apple&Av Juice 250ML,$0.90,prod-data-id84176,https://a4ucontent.blob.core.windows.net/images/0047751_0.png,"F&N Fruit Tree Fresh<br/>
Apple & Aloe Vera Juice<br/>
<span style= ""color: gray"">250ml</span>"
Fruit Tree Mango Juice 250ML,$0.90,prod-data-id84173,https://a4ucontent.blob.core.windows.net/images/0048430_0.png,"F&N Fruit Tree Fresh<br/>
Mango Juice<br/>
<span style = ""color: gray"">250ml</style>"
Fruit Tree Fresh Yuzu W Orangepulp 250ML,$0.90,prod-data-id114730,https://a4ucontent.blob.core.windows.net/images/0047770_0.png,"F&N Fruit Tree Fresh<br/>
Yuzu with Orange Pulp Juice<br/>
<span style = ""color: grey"">250ml</span>"
Fruit Tree N/Sugar Apple 250ML,$1.05,prod-data-id85514,https://a4ucontent.blob.core.windows.net/images/0048488_0.png,"F&N Fruit Tree Fresh<br/>
Apple Juice (No Sugar Added)<br/>
<span style= ""color: grey"">250ml</span>"
Fruit Tree M/Fruit Wolfberry 1L,$2.70,prod-data-id85629,https://a4ucontent.blob.core.windows.net/images/0049050_0.png,"Fruit Tree <br/>
Mixed Fruit Carrot & Wolfberry <br/>
<span style =""color:grey;""> 1L </span>"
Fruit Tree Apple&Av Juice 1L,$2.60,prod-data-id2046,https://a4ucontent.blob.core.windows.net/images/0003392_0.png,"F&N Fruit Tree Fresh <br/>
Apple & Aloe Vera Juice <br/>
<span style = ""color: gray""> 1L </span></style>"
Fruit Tree Fresh Guava 2L,$4.05,prod-data-id123915,https://a4ucontent.blob.core.windows.net/images/0051429_0.png,"Fruit Tree <br/>
Fresh Guava Juice <br/>
<span style =""color:grey""> 2L </span>"
Fruit Tree Apple&Av Juice 2L,$4.05,prod-data-id2087,https://a4ucontent.blob.core.windows.net/images/0003430_0.png,"F&N Fruit Tree Fresh <br/>
Apple & Aloe Vera Juice <br/>
<span style = ""color: gray""> 2L </span></style>"
Fruit Tree N/Sugar Apple 1L,$2.70,prod-data-id85508,https://a4ucontent.blob.core.windows.net/images/0048486_0.png,"Fruit Tree Fresh <br/>
Apple Juice (No Sugar Added) <br/>
<span style= ""color: gray""> 1L </span>"
Fruit Tree Cranberry&Apple 1L,$2.70,prod-data-id85536,https://a4ucontent.blob.core.windows.net/images/0048491_0.png,"F&N Fruit Tree Fresh <br/>
Cranberry & Apple Juice <br/>
<span style = ""color: gray""> 1L </span></style>"
Fruit Tree Mango Juice 1L,$2.60,prod-data-id2045,https://a4ucontent.blob.core.windows.net/images/0003387_0.png,"F&N Fruit Tree Fresh <br/>
Mango Juice <br/>
<span style = ""color: gray""> 250ml </span></style>"
Fruit Tree Guava Juice 1L,$2.60,prod-data-id2047,https://a4ucontent.blob.core.windows.net/images/0003391_0.png,"F&N Fruit Tree Fresh <br/>
Guava Juice with Pear Bits <br/>
<span style = ""color: gray""> 1L </span></style>"
Fruit Tree Fresh Yuzu W Orange Pulp 1L,$2.60,prod-data-id114729,https://a4ucontent.blob.core.windows.net/images/0048156_0.png,"F&N Fruit Tree Fresh <br/>
Yuzu with Orange Pulp Juice <br/>
<span style = ""color: gray""> 1L </span></style>"
Fruit Tree N/S Blueberry&Cranberry 1L,$2.70,prod-data-id85854,https://a4ucontent.blob.core.windows.net/images/0048128_0.png,"Fruit Tree Fresh <br/>
Blueberry & Cranberry Juice (No Sugar Added) <br/>
<span style= ""color: gray""> 1L </span>"
Fruit Tree N/Sugar Orange 1L,$2.70,prod-data-id85507,https://a4ucontent.blob.core.windows.net/images/0048485_0.png,"Fruit Tree Fresh <br/>
Orange Juice (No Sugar Added) <br/>
<span style= ""color: gray""> 1L </span>"
Fruit Tree Orange 1L,$2.60,prod-data-id2048,https://a4ucontent.blob.core.windows.net/images/0048447_0.png,"Fruit Tree Fresh <br/>
Orange Juice <br/>
<span style= ""color: gray""> 1L </span>"
Fruit Tree Orange Juice 1.89L,$3.65,prod-data-id84249,https://a4ucontent.blob.core.windows.net/images/0003393_0.png,"Fruit Tree Fresh <br/>
Orange Juice <br/>
<span style= ""color: gray""> 1.89L </span>"
Fruit Tree Mangosteen Pomm 1L,$2.70,prod-data-id85734,https://a4ucontent.blob.core.windows.net/images/0047879_0.png,"F&N Fruit Tree Fresh <br/>
Pomegranate & Mangosteen Juice <br/>
<span style = ""color: gray""> 1L </span></style>
"
Fruit Tree N/Sugar F&V W'GRASS 1L,$2.70,prod-data-id85202,https://a4ucontent.blob.core.windows.net/images/0048477_0.png,"Fruit Tree Fresh <br/>
Fruit & Vegetable with Wheatgrass Juice (No Sugar Added) <br/>
<span style= ""color: gray""> 1L </span>"
Fruit Tree Fresh R/Grape+M/Berries 1L,$2.70,prod-data-id86134,https://a4ucontent.blob.core.windows.net/images/0048140_0.png,"F&N Fruit Tree Fresh <br/>
Red Grape & Mixed Berries Juice <br/>
<span style = ""color: gray""> 1L </span></style> "
Marigold Carrot Mixed Fruit Juice 250ML,$0.90,prod-data-id84190,https://a4ucontent.blob.core.windows.net/images/0003374_0.png,"Marigold Peel Fresh<br/>
Carrot Juice<br/>
<span style= ""color: grey""> 250ml </span>"
Marigold F/Apple A/Vera 250ML,$0.90,prod-data-id84841,https://a4ucontent.blob.core.windows.net/images/0003443_0.png,"Marigold Peel Fresh <br/>
Fresh Apple <br/>
<small><span style= ""color: gray""> 1L </span></small>"
Marigold Guava Juice 250ML,$0.90,prod-data-id84184,https://a4ucontent.blob.core.windows.net/images/0003373_0.png,"Marigold <br/>
Guava Juice <br/>
<span style =""color:grey""> 250ml </span>"
Marigold Mango Juice 250ML,$0.90,prod-data-id84192,https://a4ucontent.blob.core.windows.net/images/0003372_0.png,"Marigold Peel Fresh<br/>
Mango Juice<br/>
<span style= ""color: gray"">250ml</span>"
Marigold Orange Juice 1L,$2.60,prod-data-id84212,https://a4ucontent.blob.core.windows.net/images/0009734_0.png,"Marigold Peel Fresh <br/>
Orange Juice <br/>
<span style= ""color: gray""> 1L </span>"
Marigold Orange Juice 1.89L,$3.65,prod-data-id84202,https://a4ucontent.blob.core.windows.net/images/0003376_0.png,"Marigold Peel Fresh <br/>
Orange Juice <br/>
<span style= ""color: gray""> 1.89L </span>"
Marigold P/F N/S Powerberries 250ML,$1.05,prod-data-id85846,https://a4ucontent.blob.core.windows.net/images/0047882_0.png,"Marigold Peel Fresh<br/>
Powerberries Juice<br/>
No Sugar Added<br/>
<span style= ""color: grey"">250ml</span>"
Marigold P/F N/S Powerveggies 250ML,$1.05,prod-data-id85969,https://a4ucontent.blob.core.windows.net/images/0048136_0.png,"Marigold Peel Fresh <br/>
Powerveggies Juice (No Sugar Added) <br/>
<small><span style= ""color: gray"">250ml</span></small>"
Chicken Minced (PKT)180G,$2.00,prod-data-id32515,https://a4ucontent.blob.core.windows.net/images/0043273_0.png,
Chicken Wing Stick (PKT)250G,$2.50,prod-data-id32512,https://a4ucontent.blob.core.windows.net/images/0043271_0.png,"Chicken Wing Stick <br/>
Frozen Thaw Parts<br />
<span style=""color: grey;"">250 g</span>"
Chicken Fillet (PKT)240G,$2.50,prod-data-id32513,https://a4ucontent.blob.core.windows.net/images/0043270_0.png,"Chicken Fillet <br/>
Frozen Thaw Parts<br />
<span style=""color: grey;"">250 g</span>"
Chicken Breast (PKT)200G,$2.50,prod-data-id32514,https://a4ucontent.blob.core.windows.net/images/0043269_0.png,"Chicken Breast <br/>
Frozen Thaw Parts<br />
<small><span style= ""color: gray""> 230g </span></small>"
Chicken Boneless Leg (PKT)200G,$1.99,prod-data-id32516,https://a4ucontent.blob.core.windows.net/images/0043274_0.png,"Chicken Boneless Leg <br/>
Frozen Thaw Parts<br />
<small><span style= ""color: gray""> 200g </span></small>"
Chicken Drumstick (Pkt) 450G,$1.85,prod-data-id32517,https://a4ucontent.blob.core.windows.net/images/0043275_0.png,"Chicken Drumstick <br/>
Frozen Thaw Parts<br/>
<span style= ""color: grey;"">450 g</span>"
Chicken Wing (PKT)320G,$2.80,prod-data-id32518,https://a4ucontent.blob.core.windows.net/images/0043276_0.png,"Chicken Wing <br/>
Frozen Thaw Parts<br />
<span style=""color: grey;"">320 g</span>"
Chicken Mid-Joint Wing (PKT)230G,$2.50,prod-data-id32511,https://a4ucontent.blob.core.windows.net/images/0043268_0.png,"Chicken Mid-Joint Wing <br/>
Frozen Thaw Parts<br />
<small><span style= ""color: gray""> 230g </span></small>"
Singourmet Lamb Shabu Shabu 400G,$9.65,prod-data-id1064,https://a4ucontent.blob.core.windows.net/images/0000550_0.png,"Singourmet <br/>
Lamb Shabu Shabu <br/>
<small><span style= ""color: gray""> 400g </span></small>"
Singourmet Lamb Shoulder Chop 500G,$6.95,prod-data-id31595,https://a4ucontent.blob.core.windows.net/images/0009573_0.png,"Singourmet <br/>
Lamb Shoulder Chop <br/>
<small><span style= ""color: gray""> 500g </span></small>"
Singourmet Vp Mutton Cube 500G,$6.95,prod-data-id31516,https://a4ucontent.blob.core.windows.net/images/0009120_0.png,"Singourmet <br/>
Mutton Cube <br/>
<small><span style= ""color: gray""> 500g </span></small>"
Butter Croissant 5S(170G),$2.40,prod-data-id58168,https://a4ucontent.blob.core.windows.net/images/0010450_0.png,"Butter Croissant<br/>
5 pcs<br/>
<span style=""color: grey;"">170 g</span>"
Regina Coffee Chiffon Cake 280G,$2.20,prod-data-id1528,https://a4ucontent.blob.core.windows.net/images/0019965_0.png,"Regina <br/>
Coffee Chiffon Cake <br/>
<span style= ""color: gray"">280g</span>"
Regina Orange Chiffon Cake 280G,$2.20,prod-data-id56966,https://a4ucontent.blob.core.windows.net/images/0019967_0.png,"Regina <br/>
Orange Chiffon Cake <br/>
<span style= ""color: gray"">280g</span>"
Regina Pandan Chiffon Cake 280G,$2.20,prod-data-id1529,https://a4ucontent.blob.core.windows.net/images/0020154_0.png,"Regina<br/>
Pandan Chiffon Cake<br/>
<span style=""color: grey"">280 g</span>"
Regina Coconut Bun 300G,$1.10,prod-data-id1530,https://a4ucontent.blob.core.windows.net/images/0026230_0.png,"Regina <br/>
Coconut Bun <br/>
<span style= ""color: gray"">300g</span>"
Regina Marble Cake 180G,$1.50,prod-data-id56969,https://a4ucontent.blob.core.windows.net/images/0021361_0.png,"Regina<br/>
Marble Cake<br/>
<span style=""color: grey"">180 g</span>"
Regina Potato Bun 220G,$1.10,prod-data-id57130,https://a4ucontent.blob.core.windows.net/images/0051963_0.png,"Regina <br/>
Potato Bun <br/>
<span style= ""color: gray"">220g</span>"
Regina Raisin Bun 220G,$1.10,prod-data-id57148,https://a4ucontent.blob.core.windows.net/images/0051961_0.png,"Regina <br/>
Raisin Bun <br/>
<span style= ""color: gray"">220g</span>"
Regina Red Bean Bun 280G,$1.10,prod-data-id57136,https://a4ucontent.blob.core.windows.net/images/0051960_0.png,"Regina <br/>
Red Bean Bun <br/>
<span style= ""color: gray"">280g</span>"
Regina Dinner Bun 400G,$1.60,prod-data-id58714,https://a4ucontent.blob.core.windows.net/images/0049527_0.png,"Regina <br/>
Dinner Bun <br/>
<span style= ""color: gray"">400g</span>"
Regina Butter Cream Roll 220G,$1.10,prod-data-id57371,https://a4ucontent.blob.core.windows.net/images/0051962_0.png,"Regina Butter Cream Roll<br/>
<span style=""color: grey;"">220G</span>"
Top-One Cranberry White Choc Bun 45G,$1.00,prod-data-id124273,https://a4ucontent.blob.core.windows.net/images/0051533_0.png,"Top One <br/>
Cranberry White Chocolate Bun <br/>
<span style =""color:grey""> 45g </span>
"
Top Baker Bun Choc 6S(270G),$1.10,prod-data-id58797,https://a4ucontent.blob.core.windows.net/images/0046968_0.png,"Top Baker Bun Chocolate 6S(270G)
"
Top Baker Roti Kek 270G,$1.30,prod-data-id58799,https://a4ucontent.blob.core.windows.net/images/0046993_0.png,"Top Baker Roti Kek 270G
"
High 5 Roti Kok 240G,$1.40,prod-data-id58832,https://a4ucontent.blob.core.windows.net/images/0050853_0.png,"High 5 <br/>
Roti Kok - Toasted Bread with butter & sugar <br/>
<span style=""color:gray""> 10 Slices - 240g </span>"
Top Baker Roti Kok 68G,$0.50,prod-data-id58121,https://a4ucontent.blob.core.windows.net/images/0051534_0.png,"Top Baker<br/>
Roti Kok<br/>
<span style=""color: grey;"">68 g</span>"
D-Plus Hokkaido Cream Bun 80G,$1.20,prod-data-id59073,https://a4ucontent.blob.core.windows.net/images/0047005_0.png,"Day-Plus<br/>
Hokkaido Cream Bun<br/>
<span style= ""color: gray"">80g</span>"
D-Plus Blueberry Bun 80G,$1.20,prod-data-id59074,https://a4ucontent.blob.core.windows.net/images/0047006_0.png,"Day-Plus<br/>
Blueberry Bun<br/>
<span style= ""color: gray"">80g</span>"
D-Plus Maple Bun 80G,$1.20,prod-data-id59075,https://a4ucontent.blob.core.windows.net/images/0047007_0.png,"Day Plus<br/>
Maple Bun<br/>
<span style= ""color: gray"">80g</span>"
D-Plus Choc Bun 80G,$1.20,prod-data-id59076,https://a4ucontent.blob.core.windows.net/images/0047008_0.png,"Day-Plus<br/>
Chocolate Bun<br/>
<span style= ""color: gray"">80g</span>"
D-Plus Cheese Bun 80G,$1.20,prod-data-id59080,https://a4ucontent.blob.core.windows.net/images/0047009_0.png,"D-Plus <br/>
Cheese Bun <br/>
<span style= ""color: gray"">80g</span>"
D-Plus Pumpkin Bun 80G,$1.20,prod-data-id59079,https://a4ucontent.blob.core.windows.net/images/0019983_0.png,"Day-Plus <br/>
Pumpkin Bun <br/>
<span style= ""color: gray""> 80g </span>"
D-Plus Caramel Bun 80G,$1.20,prod-data-id59082,https://a4ucontent.blob.core.windows.net/images/0021132_0.png,"D-Plus <br/>
Caramel Bun <br/>
<span style= ""color: gray"">80g</span>"
D-Plus Green Tea Bun 80G,$1.20,prod-data-id59519,https://a4ucontent.blob.core.windows.net/images/0047004_0.png,"Day-Plus<br/>
Green Tea Bun<br/>
<span style= ""color: gray"">80g</span>"
Sunshine Butter Roll 180G,$2.10,prod-data-id56362,https://a4ucontent.blob.core.windows.net/images/0047367_0.png,"Sunshine <br/>
Butter Roll <br/>
<span style= ""color: gray"">180 G</span>"
Sunshine Little Bun Chocolate 96G,$2.20,prod-data-id58996,https://a4ucontent.blob.core.windows.net/images/0047000_0.png,Sunshine Little Bun Chocolate 96G
Sunshine Extra Fine Wm Hamburger Bun 4S,$1.80,prod-data-id119186,https://a4ucontent.blob.core.windows.net/images/0047402_0.png,"Sunshine <br/>
Extra Fine Wholemeal Hamburger Bun <br/>
<span style=""color: grey;"">4 S</span>"
